Month Year,Age,Sex,Homicide (Murder),Other Homicide,Attempted Murder,Conspiracy to Murder,Manslaughter (excl. by driving),Manslaughter Unlawful Striking Causing Death,Driving Causing Death,Assault,Grievous Assault,Serious Assault,Serious Assault (Other),Common Assault',Sexual Offences,Rape and Attempted Rape,Other Sexual Offences,Robbery,Armed Robbery,Unarmed Robbery,Other Offences Against the Person,Kidnapping & Abduction etc.,Extortion,Stalking,Life Endangering Acts,Offences Against the Person,
12-Sep,Juvenile,Male,0,0,0,0,0,0,0,157,2,71,13,71,61,7,54,9,2,7,25,1,0,1,23,252,845
12-Sep,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846
12-Oct,Adult,Female,1,2,2,0,0,0,0,548,17,264,80,187,103,42,61,45,22,23,116,14,2,56,44,815,847
12-Oct,Adult,Male,1,4,3,0,0,0,1,840,45,366,145,284,10,4,6,56,25,31,74,7,1,12,54,985,848
12-Oct,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,849
12-Oct,Juvenile,Female,0,0,0,0,0,0,0,147,4,70,8,65,205,48,157,4,1,3,44,3,0,7,34,400,850
12-Oct,Juvenile,Male,0,0,0,0,0,0,0,161,3,82,8,68,55,5,50,19,8,11,43,1,0,5,37,278,851
12-Oct,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852
12-Nov,Adult,Female,2,4,3,0,0,0,1,568,13,273,61,221,100,39,61,35,13,22,93,5,1,44,43,802,853
12-Nov,Adult,Male,2,5,3,0,0,0,2,861,47,387,140,287,11,2,9,65,22,43,92,5,3,19,65,1036,854
12-Nov,Adult,Not Stated,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,855
12-Nov,Juvenile,Female,0,2,1,0,0,0,1,198,2,84,10,102,200,38,162,5,3,2,42,8,1,2,31,447,856
12-Nov,Juvenile,Male,0,1,0,0,0,0,1,214,8,101,7,98,58,8,50,14,6,8,30,0,0,2,28,317,857
12-Nov,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,858
12-Dec,Adult,Female,1,1,1,0,0,0,0,589,20,295,66,208,105,51,54,28,15,13,97,18,2,33,44,821,859
12-Dec,Adult,Male,5,7,5,0,0,0,2,973,67,431,153,322,15,2,13,57,25,32,88,6,7,10,65,1145,860
12-Dec,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861
12-Dec,Juvenile,Female,0,1,1,0,0,0,0,132,2,61,10,59,157,37,120,5,0,5,41,9,0,2,30,336,862
12-Dec,Juvenile,Male,2,0,0,0,0,0,0,117,4,56,9,48,31,7,24,14,9,5,40,1,0,1,38,204,863
12-Dec,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864
13-Jan,Adult,Female,2,1,0,0,0,0,1,541,14,268,66,193,112,56,56,11,2,9,77,9,2,22,44,744,865
13-Jan,Adult,Male,3,4,0,1,0,0,3,826,70,332,136,288,25,2,23,57,30,27,87,12,4,9,62,1002,866
13-Jan,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867
13-Jan,Juvenile,Female,0,0,0,0,0,0,0,126,3,66,9,48,152,32,120,4,2,2,32,2,0,1,29,314,868
13-Jan,Juvenile,Male,0,0,0,0,0,0,0,113,5,56,4,48,41,5,36,9,4,5,36,4,0,1,31,199,869
13-Jan,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870
13-Feb,Adult,Female,3,0,0,0,0,0,0,463,9,213,70,171,98,51,47,19,8,11,74,6,2,30,36,657,871
13-Feb,Adult,Male,1,4,2,0,0,0,2,772,43,344,134,251,12,6,6,71,28,43,74,7,3,9,55,934,872
13-Feb,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,873
13-Feb,Juvenile,Female,0,0,0,0,0,0,0,164,1,81,10,72,184,34,150,1,0,1,25,5,0,3,17,374,874
13-Feb,Juvenile,Male,0,1,0,0,1,0,0,204,2,114,13,75,46,8,38,11,3,8,27,5,0,1,21,289,875
13-Feb,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876
13-Mar,Adult,Female,1,3,2,0,1,0,0,513,13,269,53,178,130,56,74,23,3,20,95,14,2,25,54,765,877
13-Mar,Adult,Male,0,6,6,0,0,0,0,828,60,339,154,275,7,2,5,74,30,44,82,3,3,13,63,997,878
13-Mar,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879
13-Mar,Juvenile,Female,0,2,0,0,1,0,1,188,2,105,7,74,192,37,155,5,0,5,34,4,1,6,23,421,880
13-Mar,Juvenile,Male,0,0,0,0,0,0,0,219,5,114,13,87,44,5,39,18,3,15,29,2,0,0,27,310,881
13-Mar,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,882
13-Apr,Adult,Female,3,0,0,0,0,0,0,415,10,201,59,145,108,42,66,26,7,19,61,6,0,26,29,613,883
13-Apr,Adult,Male,3,3,2,0,0,0,1,731,53,283,145,250,15,4,11,44,27,17,72,4,7,7,54,868,884
13-Apr,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,885
13-Apr,Juvenile,Female,0,0,0,0,0,0,0,130,4,56,12,58,167,30,137,6,2,4,38,4,0,4,30,341,886
13-Apr,Juvenile,Male,0,1,1,0,0,0,0,145,4,72,15,54,52,2,50,19,4,15,27,2,0,1,24,244,887
13-Apr,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888
13-May,Adult,Female,1,2,2,0,0,0,0,470,21,221,67,161,128,55,73,34,11,23,74,11,0,30,33,709,889
13-May,Adult,Male,3,6,2,0,0,0,4,677,42,274,138,223,20,4,16,45,21,24,53,2,2,8,41,804,890
13-May,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,891
13-May,Juvenile,Female,0,1,1,0,0,0,0,168,6,73,13,76,210,45,165,2,0,2,38,7,0,8,23,419,892
13-May,Juvenile,Male,1,0,0,0,0,0,0,181,7,90,23,61,36,8,28,15,5,10,23,3,0,1,19,256,893
13-May,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894
13-Jun,Adult,Female,0,3,1,1,0,0,1,439,9,200,77,153,96,53,43,33,16,17,64,5,0,28,31,635,895
13-Jun,Adult,Male,1,6,3,0,3,0,0,760,47,289,155,269,16,4,12,61,21,40,73,10,1,11,51,917,896
13-Jun,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,897
13-Jun,Juvenile,Female,0,1,0,0,1,0,0,125,1,54,17,53,163,36,127,4,1,3,31,3,0,2,26,324,898
13-Jun,Juvenile,Male,0,0,0,0,0,0,0,139,5,64,20,50,42,6,36,20,2,18,32,3,1,1,27,233,899
13-Jun,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,900
13-Jul,Adult,Female,1,1,0,0,0,0,1,426,17,175,63,171,89,34,55,28,13,15,66,9,1,25,31,611,901
13-Jul,Adult,Male,2,4,2,0,1,0,1,732,59,273,148,252,11,4,7,58,21,37,76,7,2,15,52,883,902
13-Jul,Adult,Not Stated,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,903
13-Jul,Juvenile,Female,0,0,0,0,0,0,0,136,1,59,10,66,175,37,138,2,0,2,23,3,1,2,17,336,904
13-Jul,Juvenile,Male,1,0,0,0,0,0,0,150,4,78,18,50,52,3,49,15,6,9,24,2,0,1,21,242,905
13-Jul,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906
13-Aug,Adult,Female,2,0,0,0,0,0,0,491,16,218,74,183,113,56,57,28,13,15,75,9,3,28,35,709,907
13-Aug,Adult,Male,3,2,2,0,0,0,0,723,47,300,151,225,13,3,10,47,27,20,56,3,6,12,35,844,908
13-Aug,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909
13-Aug,Juvenile,Female,0,1,1,0,0,0,0,173,3,80,16,74,188,43,145,3,0,3,37,4,0,6,27,402,910
13-Aug,Juvenile,Male,0,2,1,0,0,0,1,169,7,82,14,66,56,5,51,22,11,11,31,1,0,0,30,280,911
13-Aug,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,912
13-Sep,Adult,Female,0,1,1,0,0,0,0,462,13,208,81,160,116,41,75,28,13,15,90,15,2,32,41,697,913
13-Sep,Adult,Male,1,9,7,0,0,0,2,785,56,315,173,241,20,2,18,67,36,31,80,13,4,16,47,962,914
13-Sep,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,915
13-Sep,Juvenile,Female,1,0,0,0,0,0,0,137,4,59,15,59,182,40,142,10,1,9,37,7,1,5,24,367,916
13-Sep,Juvenile,Male,1,0,0,0,0,0,0,155,9,66,13,67,35,4,31,13,1,12,27,2,0,2,23,231,917
13-Sep,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918
13-Oct,Adult,Female,0,1,0,0,0,0,1,513,12,237,105,159,128,63,65,19,8,11,106,16,7,37,46,767,919
13-Oct,Adult,Male,0,4,3,0,0,0,1,792,44,297,191,260,18,5,13,53,29,24,74,7,1,14,52,941,920
13-Oct,Adult,Not Stated,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,921
13-Oct,Juvenile,Female,0,0,0,0,0,0,0,123,2,59,11,51,198,38,160,1,1,0,37,4,2,8,23,359,922
13-Oct,Juvenile,Male,0,0,0,0,0,0,0,151,6,65,22,58,58,8,50,12,2,10,34,2,0,3,29,255,923
13-Oct,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,924
13-Nov,Adult,Female,1,0,0,0,0,0,0,510,10,267,70,163,130,56,74,20,8,12,101,7,7,45,42,762,925
13-Nov,Adult,Male,2,4,2,1,0,0,1,797,57,327,149,264,17,8,9,42,23,19,72,1,5,19,47,934,926
13-Nov,Adult,Not Stated,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,927
13-Nov,Juvenile,Female,0,0,0,0,0,0,0,162,1,86,10,65,208,44,164,5,4,1,41,4,2,11,24,416,928
13-Nov,Juvenile,Male,0,0,0,0,0,0,0,194,6,97,17,74,44,4,40,15,2,13,33,2,1,3,27,286,929
13-Nov,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930
13-Dec,Adult,Female,2,4,2,0,0,0,2,552,22,268,70,192,142,57,85,22,9,13,84,16,3,28,37,806,931
13-Dec,Adult,Male,2,3,3,0,0,0,0,841,63,377,132,269,20,5,15,40,16,24,80,7,7,20,46,986,932
13-Dec,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,933
13-Dec,Juvenile,Female,0,1,1,0,0,0,0,133,2,69,6,56,162,38,124,4,1,3,17,2,0,3,12,317,934
13-Dec,Juvenile,Male,0,1,1,0,0,0,0,112,4,51,6,51,34,6,28,16,8,8,23,4,0,0,19,186,935
13-Dec,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,936
14-Jan,Adult,Female,1,0,0,0,0,0,0,508,10,263,61,174,113,62,51,22,7,15,96,10,2,41,43,740,937
14-Jan,Adult,Male,0,9,4,1,0,0,4,821,64,361,157,239,12,3,9,64,35,29,84,9,7,9,59,990,938
14-Jan,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,939
14-Jan,Juvenile,Female,1,0,0,0,0,0,0,105,0,59,1,45,168,46,122,5,0,5,19,1,1,4,13,298,940
14-Jan,Juvenile,Male,0,1,0,0,1,0,0,119,5,54,3,57,38,9,29,15,4,11,15,1,0,0,14,188,941
14-Jan,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,942
14-Feb,Adult,Female,1,2,1,0,0,0,1,476,15,245,58,158,123,49,74,22,11,11,82,6,0,41,35,706,943
14-Feb,Adult,Male,4,2,1,0,0,0,1,705,48,319,121,217,17,6,11,46,21,25,67,5,7,7,48,841,944
14-Feb,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,945
14-Feb,Juvenile,Female,1,1,1,0,0,0,0,146,1,77,3,65,192,42,150,6,0,6,18,3,0,7,8,364,946
14-Feb,Juvenile,Male,0,4,3,0,1,0,0,173,4,85,15,69,38,2,36,11,9,2,24,1,0,2,21,250,947
14-Feb,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948
14-Mar,Adult,Female,3,5,4,0,0,0,1,469,5,216,68,180,97,41,56,11,4,7,105,12,2,46,45,690,949
14-Mar,Adult,Male,2,4,2,0,1,0,1,841,67,372,144,258,17,4,13,50,15,35,96,9,15,14,58,1010,950
14-Mar,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951
14-Mar,Juvenile,Female,0,3,3,0,0,0,0,151,3,62,7,79,213,46,167,3,1,2,35,7,0,4,24,405,952
14-Mar,Juvenile,Male,0,2,1,0,0,0,1,219,7,99,15,98,60,9,51,10,5,5,30,2,0,3,25,321,953
14-Mar,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,954
14-Apr,Adult,Female,2,3,2,0,0,0,1,436,11,220,57,148,125,53,72,22,6,16,74,7,1,35,31,662,955
14-Apr,Adult,Male,2,1,0,0,1,0,0,698,59,303,123,213,17,2,15,55,23,32,63,7,5,20,31,836,956
14-Apr,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,957
14-Apr,Juvenile,Female,0,0,0,0,0,0,0,121,2,69,3,47,171,37,134,3,0,3,12,2,0,0,10,307,958
14-Apr,Juvenile,Male,0,0,0,0,0,0,0,111,4,53,10,44,42,8,34,16,2,14,21,1,0,1,19,190,959
14-Apr,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,960
14-May,Adult,Female,0,0,0,0,0,0,0,444,12,223,61,148,152,71,81,24,4,20,82,13,0,24,45,702,961
14-May,Adult,Male,3,5,4,0,0,0,1,679,43,296,125,215,26,9,17,33,16,17,76,7,5,15,49,822,962
14-May,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,963
14-May,Juvenile,Female,0,1,1,0,0,0,0,161,1,84,7,69,173,34,139,6,3,3,23,2,1,9,11,364,964
14-May,Juvenile,Male,0,0,0,0,0,0,0,145,4,68,10,63,34,4,30,6,0,6,30,2,0,0,28,215,965
14-May,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966
14-Jun,Adult,Female,1,2,1,0,0,0,1,425,6,216,49,154,98,48,50,15,4,11,58,6,5,27,20,599,967
14-Jun,Adult,Male,0,3,2,0,0,0,1,664,42,296,114,212,13,3,10,47,24,23,55,2,10,14,29,782,968
14-Jun,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969
14-Jun,Juvenile,Female,0,0,0,0,0,0,0,128,1,67,4,56,167,42,125,2,0,2,12,0,0,5,7,309,970
14-Jun,Juvenile,Male,3,0,0,0,0,0,0,142,5,59,16,62,38,10,28,12,10,2,21,2,0,1,18,216,971
14-Jun,Juvenile,Not Stated,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,972
14-Jul,Adult,Female,2,0,0,0,0,0,0,484,16,245,66,157,113,53,60,18,10,8,77,7,4,35,31,694,973
14-Jul,Adult,Male,1,4,2,0,1,0,1,626,27,258,108,233,13,5,8,42,21,21,61,2,4,16,39,747,974
14-Jul,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,975
14-Jul,Juvenile,Female,0,0,0,0,0,0,0,104,2,51,7,44,151,21,130,2,1,1,14,2,0,3,9,271,976
14-Jul,Juvenile,Male,0,0,0,0,0,0,0,129,3,63,8,55,66,8,58,12,4,8,13,0,0,0,13,220,977
14-Jul,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978
14-Aug,Adult,Female,2,3,2,0,0,0,1,461,14,214,61,172,113,55,58,23,10,13,60,11,2,17,30,662,979
14-Aug,Adult,Male,1,3,3,0,0,0,0,662,48,280,112,222,22,9,13,45,24,21,67,6,6,10,45,800,980
14-Aug,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,981
14-Aug,Juvenile,Female,0,1,1,0,0,0,0,141,1,58,9,73,181,43,138,2,0,2,15,2,0,0,13,340,982
14-Aug,Juvenile,Male,0,0,0,0,0,0,0,158,3,87,6,62,43,9,34,6,1,5,12,1,0,1,10,219,983
14-Aug,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,984
14-Sep,Adult,Female,0,3,1,0,0,0,2,455,2,225,57,171,148,56,92,14,4,10,58,8,1,20,29,678,985
14-Sep,Adult,Male,1,4,4,0,0,0,0,741,48,316,131,246,25,5,20,46,29,17,64,14,4,10,36,881,986
14-Sep,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,987
14-Sep,Juvenile,Female,0,0,0,0,0,0,0,115,2,65,9,39,209,43,166,6,1,5,23,4,1,2,16,353,988
14-Sep,Juvenile,Male,0,0,0,0,0,0,0,150,4,83,8,55,46,3,43,3,0,3,8,0,1,0,7,207,989
14-Sep,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,990
14-Oct,Adult,Female,2,1,1,0,0,0,0,526,10,255,80,181,116,62,54,25,8,17,80,8,0,37,35,750,991
14-Oct,Adult,Male,3,5,1,0,1,0,3,833,40,383,156,254,22,4,18,41,23,18,70,6,2,8,54,974,992
14-Oct,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,993
14-Oct,Juvenile,Female,0,1,1,0,0,0,0,153,3,71,13,66,197,48,149,6,0,6,29,2,0,3,24,386,994
14-Oct,Juvenile,Male,0,0,0,0,0,0,0,172,5,76,21,70,50,12,38,13,6,7,22,0,0,1,21,257,995
14-Oct,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,996
14-Nov,Adult,Female,1,5,5,0,0,0,0,531,11,286,73,161,148,56,92,22,11,11,77,15,0,29,33,784,997
14-Nov,Adult,Male,3,5,3,0,0,0,2,788,48,335,154,251,13,5,8,45,22,23,65,8,4,12,41,919,998
14-Nov,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999
14-Nov,Juvenile,Female,0,0,0,0,0,0,0,142,0,84,3,55,200,46,154,2,1,1,33,8,0,3,22,377,1000
14-Nov,Juvenile,Male,0,0,0,0,0,0,0,177,7,92,14,64,52,13,39,6,4,2,19,3,1,1,14,254,1001
14-Nov,Juvenile,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1002
14-Dec,Adult,Female,3,0,0,0,0,0,0,542,10,263,87,182,109,53,56,16,5,11,82,14,2,31,35,752,1003
14-Dec,Adult,Male,2,3,2,1,0,0,0,794,50,346,172,226,34,11,23,40,21,19,65,3,5,13,44,938,1004
14-Dec,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005
14-Dec,Juvenile,Female,4,1,0,0,0,0,1,91,1,60,5,25,134,33,101,7,1,6,16,2,0,3,11,253,1006
14-Dec,Juvenile,Male,4,1,1,0,0,0,0,96,3,46,8,39,49,10,39,7,3,4,21,3,0,2,16,178,1007
14-Dec,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008
15-Jan,Adult,Female,2,1,1,0,0,0,0,481,15,258,69,139,130,58,72,17,6,11,83,10,2,31,40,714,1009
15-Jan,Adult,Male,3,2,1,0,0,0,1,697,53,307,124,213,12,2,10,53,20,33,84,4,5,19,56,851,1010
15-Jan,Adult,Not Stated,0,0,0,0,0,0,0,3,0,2,0,1,1,0,1,1,0,1,0,0,0,0,0,5,1011
15-Jan,Juvenile,Female,0,0,0,0,0,0,0,112,3,59,8,42,168,38,130,3,1,2,20,2,1,3,14,303,1012
15-Jan,Juvenile,Male,0,1,1,0,0,0,0,107,2,67,5,33,48,5,43,6,0,6,25,1,0,0,24,187,1013
15-Jan,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014
15-Feb,Adult,Female,2,0,0,0,0,0,0,463,10,241,54,158,109,53,56,21,14,7,53,7,1,24,21,648,1015
15-Feb,Adult,Male,2,5,3,0,1,0,1,655,37,296,129,193,16,6,10,35,13,22,55,6,2,6,41,768,1016
15-Feb,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1017
15-Feb,Juvenile,Female,0,0,0,0,0,0,0,126,3,69,7,47,182,46,136,2,1,1,28,4,0,5,19,338,1018
15-Feb,Juvenile,Male,0,0,0,0,0,0,0,168,1,102,10,55,34,5,29,7,3,4,16,3,0,2,11,225,1019
15-Feb,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020
15-Mar,Adult,Female,2,1,0,0,0,0,1,519,18,261,77,163,143,77,66,19,5,14,94,11,2,40,41,778,1021
15-Mar,Adult,Male,2,4,3,0,0,0,1,742,45,310,150,237,14,3,11,46,14,32,84,9,0,16,59,892,1022
15-Mar,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1023
15-Mar,Juvenile,Female,0,0,0,0,0,0,0,162,2,81,13,66,192,38,154,5,0,5,20,2,2,4,12,379,1024
15-Mar,Juvenile,Male,3,0,0,0,0,0,0,189,4,98,12,75,40,7,33,13,3,10,20,1,0,1,18,265,1025
15-Mar,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026
15-Apr,Adult,Female,1,3,2,0,0,0,1,460,20,220,51,169,98,48,50,21,10,11,80,16,4,36,24,663,1027
15-Apr,Adult,Male,5,4,2,0,1,0,1,657,44,302,121,190,18,10,8,46,19,27,51,4,1,6,40,781,1028
15-Apr,Adult,Not Stated,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1029
15-Apr,Juvenile,Female,0,0,0,0,0,0,0,126,1,67,5,53,175,53,122,2,0,2,18,3,0,3,12,321,1030
15-Apr,Juvenile,Male,1,2,2,0,0,0,0,108,1,52,10,45,38,9,29,14,1,13,19,1,0,0,18,182,1031
15-Apr,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1032
15-May,Adult,Female,0,2,1,0,0,0,1,453,12,245,60,136,101,45,56,31,10,21,66,6,0,23,37,653,1033
15-May,Adult,Male,1,1,1,0,0,0,0,700,41,272,145,242,14,6,8,47,29,18,51,3,3,4,41,814,1034
15-May,Adult,Not Stated,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,4,1035
15-May,Juvenile,Female,0,0,0,0,0,0,0,133,0,68,8,57,162,40,122,5,2,3,22,3,0,5,14,322,1036
15-May,Juvenile,Male,0,1,0,0,0,0,1,133,5,73,5,50,40,9,31,16,5,11,12,0,0,0,12,202,1037
15-May,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038
15-Jun,Adult,Female,0,4,2,0,0,0,2,503,38,239,63,163,132,54,78,29,13,16,65,13,2,26,24,733,1039
15-Jun,Adult,Male,1,2,1,0,0,1,0,645,53,276,116,200,16,7,9,43,22,21,61,5,3,4,49,768,1040
15-Jun,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1041
15-Jun,Juvenile,Female,0,0,0,0,0,0,0,150,11,62,8,69,170,33,137,4,2,2,33,6,0,7,20,357,1042
15-Jun,Juvenile,Male,0,0,0,0,0,0,0,169,14,89,5,61,51,12,39,13,4,9,27,3,2,0,22,260,1043
15-Jun,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044
15-Jul,Adult,Female,1,1,0,0,0,0,1,441,11,209,63,158,100,42,58,14,6,8,54,4,2,26,22,611,1045
15-Jul,Adult,Male,2,3,2,0,0,0,1,620,37,267,127,189,16,2,14,38,21,17,62,9,2,9,42,741,1046
15-Jul,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1047
15-Jul,Juvenile,Female,1,1,1,0,0,0,0,102,3,53,4,42,184,41,143,3,1,2,22,1,1,3,17,313,1048
15-Jul,Juvenile,Male,0,1,0,0,1,0,0,116,2,55,6,53,41,3,38,9,3,6,25,4,0,1,20,192,1049
15-Jul,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050
15-Aug,Adult,Female,0,2,2,0,0,0,0,473,16,223,59,175,157,75,82,27,13,14,86,10,1,30,45,745,1051
15-Aug,Adult,Male,3,5,3,0,0,0,2,724,37,343,137,207,16,7,9,50,26,24,50,3,4,7,36,848,1052
15-Aug,Adult,Not Stated,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1053
15-Aug,Juvenile,Female,2,0,0,0,0,0,0,137,3,66,8,60,230,41,189,3,2,1,31,4,0,8,19,403,1054
15-Aug,Juvenile,Male,0,0,0,0,0,0,0,172,2,99,9,62,44,7,37,9,3,6,20,5,1,0,14,245,1055
